,lemma,original_form,tag
13414,expatriate,expatriates,GN-P3---
13415,expected,expected,AP-N5
13416,expected,expected,GA------
13417,*,expecting,ZN-S3-PP----
13418,expect,expecting,VP---PSA-N-N6
13419,expect,expects,VI-S3PSA-N-N6
13420,expectancy,expectancies,NC-P-N-
13421,expectation,expectations,NC-P-N5
13422,expectorant,expectorants,NC-P-N-
13423,expediency,expediencies,NC-P-N-
13424,expedient,expedients,NC-P-N-
13425,*,expedited,ZA----PA----
13426,expedite,expedited,VP---ASA-N-N-
13427,expedient,expedients,GN-P3---
13428,expedite,expedites,VI-S3PSA-N-N-
13429,expedite,expediting,VP---PSA-N-N-
13430,expedition,expeditions,NC-P-N4
13431,expedition,expeditions,GN-P3D--
13432,expel,expelled,VP---ASA-N-N2
13433,*,expelling,ZN-S3-PP----
13434,expel,expelling,VP---PSA-N-N2
13435,expel,expels,VI-S3PSA-N-N2
13436,expend,expended,VP---ASA-N-N-
13437,*,expending,ZN-S3-PP----
13438,expend,expending,VP---PSA-N-N-
13439,expend,expends,VI-S3PSA-N-N-
13440,expenditure,expenditures,NC-P-N5
13441,expenses,expenses,NC-P-N-
13442,experience,experienced,VP---ASA-N-N5
13443,experience,experiences,NC-P-N5
13444,experience,experiencing,VP---PSA-N-N5
13445,experiment,experimented,VP---ASA-N-N3
13446,experiment,experimenting,VP---PSA-N-N3
13447,experiment,experiments,NC-P-N3
13448,experiment,experiments,GN-P3D--
13449,experimentation,experimentations,NC-P-N-
13450,experimenter,experimenters,NC-P-N-
13451,expert,experts,NC-P-N4
13452,expertise,expertises,NC-P-N4
13453,expiration,expirations,NC-P-N-
13454,*,expired,ZA----PA----
13455,expire,expired,VP---ASA-N-N-
13456,expiration,expirations,GN-P3---
13457,experience,experiences,GN-P3D--
13458,expire,expires,VI-S3PSA-N-N-
13459,expire,expiring,VP---PSA-N-N-
13460,expiry,expiries,NC-P-N-
13461,explain,explained,VP---ASA-N-N6
13462,*,explaining,ZN-S3-PP----
13463,explain,explaining,VP---PSA-N-N6
13464,expiry,expiries,GN-P3D--
13465,explain,explains,VI-S3PSA-N-N6
13466,explanation,explanations,NC-P-N5
13467,explanation,explanations,GN-P3---
13468,explant,explants,NC-P-N4
13469,expletive,expletives,NC-P-N-
13470,expletive,expletives,GN-P3---
13471,explode,exploded,VP---ASA-N-N4
13472,explode,explodes,VI-S3PSA-N-N4
13473,explode,exploding,VP---PSA-N-N4
13474,exploit,exploited,VP---ASA-N-N4
13475,exploit,exploiting,VP---PSA-N-N4
13476,exploit,exploits,NC-P-N4
13477,exploitation,exploitations,NC-P-N3
13478,exploiter,exploiters,NC-P-N-
13479,exploration,explorations,NC-P-N4
13480,*,explored,ZA----PA----
13481,explore,explored,VP---ASA-N-N5
13482,explore,explores,VI-S3PSA-N-N5
13483,explore,exploring,VP---PSA-N-N5
13484,explorer,explorers,NC-P-N-
13485,explosion,explosions,NC-P-N4
13486,explosive,explosives,NC-P-N-
13487,exponent,exponents,NC-P-N-
13488,export,exported,VP---ASA-N-N4
13489,export,exporting,VP---PSA-N-N4
13490,export,exports,NC-P-N4
13491,exporter,exporters,NC-P-N-
13492,*,exposed,ZA----PA----
13493,expose,exposed,VP---ASA-N-N4
13494,expose,exposes,VI-S3PSA-N-N4
13495,expose,exposing,VP---PSA-N-N4
13496,exposition,expositions,NC-P-N-
13497,exposition,expositions,GN-P3D--
13498,expostulate,expostulated,VP---ASA-N-N-
13499,expostulate,expostulates,NC-P-N-
13500,expostulate,expostulating,VP---PSA-N-N-
13501,exposure,exposures,NC-P-N4
13502,expound,expounded,VP---ASA-N-N-
13503,*,expounding,ZN-S3-PP----
13504,expound,expounding,VP---PSA-N-N-
13505,exposure,exposures,GN-P3---
13506,expound,expounds,VI-S3PSA-N-N-
13507,express,expressed,VP---ASA-N-N3
13508,express,expresses,VI-S3PSA-N-N3
13509,express,expressing,VP---PSA-N-N3
13510,expression,expressions,NC-P-N5
13511,expression,expressions,GN-P3D--
13512,expressivity,expressivities,NC-P-N-
13513,expressivity,expressivities,GN-P3---
13514,expressway,expressways,NC-P-N-
13515,*,expropriated,ZA----PA----
13516,expropriate,expropriated,VP---ASA-N-N-
13517,expressway,expressways,GN-P3---
13518,expropriate,expropriates,VI-S3PSA-N-N-
13519,expropriate,expropriating,VP---PSA-N-N-
13520,expropriation,expropriations,NC-P-N-
13521,expulsion,expulsions,NC-P-N-
13522,serviceman,ex-servicemen,NC-P-N-
13523,smoker,ex-smokers,NC-P-N-
13524,*,extemporized,ZA----PA----
13525,extemporize,extemporized,VP---ASA-N-N-
13526,extemporize,extemporizes,VI-S3PSA-N-N-
13527,extemporize,extemporizing,VP---PSA-N-N-
13528,extended,extended,AP-N4
13529,extended,extended,GA------
13530,*,extending,ZN-S3-PP----
13531,extend,extending,VP---PSA-N-N5
13532,extend,extends,VI-S3PSA-N-N5
13533,extender,extenders,VI-S3PSA-N-N3
13534,extension,extensions,NC-P-N5
13535,extension,extensions,GN-P3---
13536,extensor,extensors,NC-P-N-
13537,extensor,extensors,GN-P3---
13538,extent,extents,NC-P-N5
13539,*,extenuated,ZA----PA----
13540,extenuate,extenuated,VP---ASA-N-N-
13541,extent,extents,GN-P3---
13542,extenuate,extenuates,VI-S3PSA-N-N-
13543,extenuate,extenuating,VP---PSA-N-N-
13544,exterior,exteriors,NC-P-N-
13545,*,exterminated,ZA----PA----
13546,exterminate,exterminated,VP---ASA-N-N-
13547,exterior,exteriors,GN-P3D--
13548,exterminate,exterminates,VI-S3PSA-N-N-
13549,exterminate,exterminating,VP---PSA-N-N-
13550,extermination,exterminations,NC-P-N-
13551,exterminator,exterminators,NC-P-N-
13552,extern,externs,NC-P-N-
13553,externals,externals,NC-P-N-
13554,externality,externalities,NC-P-N-
13555,externality,externalities,GN-P3---
13556,extinction,extinctions,NC-P-N-
13557,*,extinguished,ZA----PA----
13558,extinguish,extinguished,VP---ASA-N-N-
13559,extinction,extinctions,GN-P3---
13560,extinguish,extinguishes,VI-S3PSA-N-N-
13561,extinguish,extinguishing,VP---PSA-N-N-
13562,extinguisher,extinguishers,NC-P-N-
13563,extinguisher,extinguishers,GN-P3D--
13564,extirpation,extirpations,NC-P-N-
13565,extol,extolled,VP---ASA-N-N-
13566,*,extolling,ZN-S3-PP----
13567,extol,extolling,VP---PSA-N-N-
13568,extirpation,extirpations,GN-P3---
13569,extol,extols,VI-S3PSA-N-N-
13570,extort,extorted,VP---ASA-N-N-
13571,*,extorting,ZN-S3-PP----
13572,extort,extorting,VP---PSA-N-N-
13573,extort,extorts,VI-S3PSA-N-N-
13574,extortion,extortions,NC-P-N-
13575,extra,extras,NC-P-N5
13576,extract,extracted,VP---ASA-N-N4
13577,extract,extracting,VP---PSA-N-N4
13578,extract,extracts,NC-P-N4
13579,extraction,extractions,NC-P-N-
13580,extractor,extractors,NC-P-N-
13581,*,extradited,ZA----PA----
13582,extradite,extradited,VP---ASA-N-N-
13583,extractor,extractors,GN-P3---
13584,extradite,extradites,VI-S3PSA-N-N-
13585,extradite,extraditing,VP---PSA-N-N-
13586,extradition,extraditions,NC-P-N-
13587,*,extrapolated,ZA----PA----
13588,extrapolate,extrapolated,VP---ASA-N-N-
13589,extradition,extraditions,GN-P3D--
13590,extrapolate,extrapolates,VI-S3PSA-N-N-
13591,extrapolate,extrapolating,VP---PSA-N-N-
13592,extrapolation,extrapolations,NC-P-N-
13593,extraterrestrial,extraterrestrials,NC-P-N-
13594,extravagance,extravagances,NC-P-N-
13595,extravaganza,extravaganzas,NC-P-N-
13596,extreme,extremer,AC-N3
13597,extreme,extremes,NC-P-N3
13598,extreme,extremest,AS-N3
13599,extremist,extremists,NC-P-N-
13600,extremity,extremities,NC-P-N-
13601,extricate,extricated,VP---ASA-N-N-
13602,extricate,extricates,VI-S3PSA-N-N-
13603,extricate,extricating,VP---PSA-N-N-
13604,extrovert,extroverts,NC-P-N-
13605,*,extruded,ZA----PA----
13606,extrude,extruded,VP---ASA-N-N-
13607,extrovert,extroverts,GN-P3D--
13608,extrude,extrudes,VI-S3PSA-N-N-
13609,extrude,extruding,VP---PSA-N-N-
13610,extrusion,extrusions,NC-P-N-
13611,extrusion,extrusions,GN-P3---
13612,exude,exuded,VP---ASA-N-N-
13613,exude,exudes,VI-S3PSA-N-N-
13614,exude,exuding,VP---PSA-N-N-
13615,exult,exulted,VP---ASA-N-N-
13616,*,exulting,ZN-S3-PP----
13617,exult,exulting,VP---PSA-N-N-
13618,exult,exults,VI-S3PSA-N-N-
13619,exultation,exultations,NC-P-N-
13620,wife,ex-wives,NC-P-N6
13621,eye,eyed,VP---ASA-N-N6
13622,eye,eyeing,VP---PSA-N-N6
13623,eye,eyes,NC-P-N6
13624,eye,eyes,GN-P3D--
13625,eyeball,eyeballs,NC-P-N-
13626,eyebath,eyebaths,NC-P-N-
13627,eyebrow,eyebrows,NC-P-N4
13628,eyeglasses,eyeglasses,NC-P-N-
13629,eyelash,eyelashes,NC-P-N-
13630,eyelet,eyelets,NC-P-N-
13631,eyelid,eyelids,NC-P-N-
13632,eyeliner,eyeliners,NC-P-N-
13633,eye,eye-openers,NC-S-N6
13634,eyepiece,eyepieces,NC-P-N-
13635,eyesore,eyesores,NC-P-N-
13636,eyesore,eyesores,GN-P3---
13637,eyewash,eyewashes,NC-P-N-
13638,eyewitness,eyewitnesses,NC-P-N-
13639,eye,eye-witnesses,NC-S-N6
13640,eyrie,eyries,NC-P-N-
13641,fable,fables,NC-P-N-
13642,fabric,fabrics,NC-P-N4
13643,*,fabricated,ZA----PA----
13644,fabricate,fabricated,VP---ASA-N-N-
13645,fabricate,fabricates,VI-S3PSA-N-N-
13646,fabricate,fabricating,VP---PSA-N-N-
13647,fabrication,fabrications,NC-P-N-
13648,fabricator,fabricators,NC-P-N-
13649,facade,facades,NC-P-N1
13650,façade,façades,NC-P-N-
13651,face,faced,VP---ASA-N-N6
13652,face,faces,NC-P-N6
13653,face,facing,VP---PSA-N-N6
13654,facelift,facelifts,NC-P-N-
13655,face,face-lifts,NC-S-N6
13656,facemask,facemasks,NC-P-N-
13657,face,face-offs,NC-S-N6
13658,faceplate,faceplates,NC-P-N-
13659,face,face-savers,NC-S-N6
13660,facet,facets,NC-P-N-
13661,facet,facets,GN-P3---
13662,face,faces,GN-P3D--
13663,facial,facials,NC-P-N-
13664,*,facilitated,ZA----PA----
13665,facilitate,facilitated,VP---ASA-N-N4
13666,facial,facials,GN-P3---
13667,facilitate,facilitates,VI-S3PSA-N-N4
13668,facilitate,facilitating,VP---PSA-N-N4
13669,facilitation,facilitations,NC-P-N-
13670,facilitator,facilitators,NC-P-N-
13671,facility,facilities,NC-P-N5
13672,facing,facings,NC-P-N-
13673,facsimile,facsimiles,NC-P-N-
13674,fact,facts,NC-P-N6
13675,faction,factions,NC-P-N4
13676,factor,factored,VP---ASA-N-N6
13677,factoring,factoring,NC-S-N-
13678,factor,factors,NC-P-N6
13679,factorization,factorizations,NC-P-N-
13680,factory,factories,NC-P-N5
13681,factotum,factotums,NC-P-N-
13682,faculty,faculties,NC-P-N4
13683,fad,fads,NC-P-N-
13684,fad,fads,GN-P3---
13685,faddy,faddier,AC-N-
13686,faddy,faddier,GA------
13687,faddy,faddiest,AS-N-
13688,faddy,faddiest,GA------
13689,fade,faded,VP---ASA-N-N4
13690,fade,fades,VI-S3PSA-N-N4
13691,*,fading,ZN-S3-PP----
13692,fade,fading,VP---PSA-N-N4
13693,fade,fade-outs,VI-P3PSA-N-N4
13694,fader,faders,NC-P-N-
13695,fader,faders,GN-P3D--
13696,fagged,fagged,AP-N-
13697,fagged,fagged,GA------
13698,fag,fags,NC-P-N-
13699,faggot,faggots,NC-P-N-
13700,fail,failed,VP---ASA-N-N6
13701,*,failing,ZN-S3-PP----
13702,fail,failing,VP---PSA-N-N6
13703,fail,fails,VI-S3PSA-N-N6
13704,failing,failings,NC-P-N-
13705,failure,failures,NC-P-N5
13706,faint,fainted,VP---ASA-N-N4
13707,faint,fainter,AC-N4
13708,faint,faintest,AS-N4
13709,fainting,fainting,NC-S-N-
13710,faint,faints,VI-S3PSA-N-N4
13711,fair,faired,VP---ASA-N-N3
13712,fair,fairer,AC-N3
13713,fair,fairer,GA------
13714,fair,fairest,AS-N3
13715,fair,fairest,GA------
13716,fair,fairing,VP---PSA-N-N3
13717,fair,fairs,NC-P-N3
13718,fairground,fairgrounds,NC-P-N-
13719,fairway,fairways,NC-P-N-
13720,fairy,fairies,NC-P-N3
13721,faith,faiths,NC-P-N5
13722,faith,faiths,GN-P3---
13723,fake,faked,VP---ASA-N-N-
13724,fake,fakes,NC-P-N-
13725,fake,fakes,GN-P3---
13726,fake,faking,VP---PSA-N-N-
13727,falcon,falcons,NC-P-N-
13728,falconer,falconers,NC-P-N-
13729,fall,fallen,VP---ASA-N-N5
13730,fall,falling,VP---PSA-N-N5
13731,fall,falls,NC-P-N5
13732,fall,falls,GN-P3T--
13733,fell,fell,VI-P3PSA-N-N-
13734,fallacy,fallacies,NC-P-N-
13735,fallback,fallbacks,NC-P-N-
13736,fallers,fallers,NC-S-N-
13737,fallibility,fallibilities,NC-P-N-
13738,fall-off,fall-offs,NC-P-N-
13739,fallout,fallouts,NC-P-N-
13740,fall,fall-outs,NC-S-N5
13741,falsehood,falsehoods,NC-P-N-
13742,falsetto,falsettos,NC-P-N-
13743,falsification,falsifications,NC-P-N-
13744,*,falsified,ZA----PA----
13745,falsify,falsified,VP---ASA-N-N-
13746,falsify,falsifies,VI-S3PSA-N-N-
13747,falsify,falsifying,VP---PSA-N-N-
13748,falsity,falsities,NC-P-N-
13749,falter,faltered,VP---ASA-N-N-
13750,*,faltering,ZN-S3-PP----
13751,falter,faltering,VP---PSA-N-N-
13752,falsity,falsities,GN-P3D--
13753,falter,falters,VI-S3PSA-N-N-
13754,famed,famed,AP-N-
13755,fame,fames,NC-P-N3
13756,familiarise,familiarised,VP---ASA-N-N-
13757,familiarise,familiarises,VI-S3PSA-N-N-
13758,familiarise,familiarising,VP---PSA-N-N-
13759,familiarity,familiarities,NC-P-N-
13760,*,familiarized,ZA----PA----
13761,familiarize,familiarized,VP---ASA-N-N-
13762,familiarity,familiarities,GN-P3D--
13763,familiarize,familiarizes,VI-S3PSA-N-N-
13764,familiarize,familiarizing,VP---PSA-N-N-
13765,family,families,NC-P-N6
13766,famine,famines,NC-P-N-
13767,famished,famished,AP-N-
13768,fan,fanned,VP---ASA-N-N3
13769,fan,fanning,VP---PSA-N-N3
13770,fan,fans,NC-P-N3
13771,fanatic,fanatics,NC-P-N-
13772,fanaticism,fanaticisms,NC-P-N-
13773,fancy,fancied,VP---ASA-N-N4
13774,fancy,fancier,AC-N4
13775,fancy,fancies,NC-P-N4
13776,fancy,fanciest,AS-N4
13777,fancy,fanciest,GA------
13778,fancy,fancying,VP---PSA-N-N4
13779,fanfare,fanfares,NC-P-N-
13780,fang,fangs,NC-P-N-
13781,fanlight,fanlights,NC-P-N-
13782,fantasy,fantasies,NC-P-N4
13783,*,fantasised,ZA----PA----
13784,fantasise,fantasised,VP---ASA-N-N-
13785,fantasy,fantasies,GN-P3---
13786,fantasise,fantasises,VI-S3PSA-N-N-
13787,fantasise,fantasising,VP---PSA-N-N-
13788,fantasize,fantasized,VP---ASA-N-N-
13789,fantasize,fantasizes,VI-S3PSA-N-N-
13790,fantasize,fantasizing,VP---PSA-N-N-
13791,fantasy,fantasies,NC-P-N4
13792,fantasy,fantasies,GN-P3D--
13793,far,farther,AC-N6
13794,far,farther,GA------
13795,far,farthest,AS-N6
13796,far,farthest,GA------
13797,far,further,AC-N6
13798,far,furthest,AS-N6
13799,farce,farces,NC-P-N-
13800,fare,fared,VP---ASA-N-N3
13801,fare,fares,NC-P-N3
13802,*,faring,ZA----PP----
13803,fare,faring,VP---PSA-N-N3
13804,fare,fares,GN-P3D--
13805,farewell,farewells,NC-P-N-
13806,farm,farmed,VP---ASA-N-N5
13807,farming,farming,NC-S-N4
13808,farm,farms,NC-P-N5
13809,farmer,farmers,NC-P-N5
13810,farmhand,farmhands,NC-P-N-
13811,farm,farm-hands,NC-S-N5
13812,farmhouse,farmhouses,NC-P-N-
13813,farmland,farmlands,NC-P-N-
13814,farmstead,farmsteads,NC-P-N-
13815,farmyard,farmyards,NC-P-N-
13816,farrier,farriers,NC-P-N-
13817,farrow,farrows,NC-P-N-
13818,fart,farted,VP---ASA-N-N-
13819,fart,farting,VP---PSA-N-N-
13820,fart,farts,NC-P-N-
13821,fart,farts,GN-P3D--
13822,fascia,fascias,NC-P-N-
13823,fascicle,fascicles,NC-P-N-
13824,fascinate,fascinated,VP---ASA-N-N2
13825,farrow,farrows,GN-P3---
13826,farewell,farewells,GN-P3D--
13827,fascinate,fascinates,VI-S3PSA-N-N2
13828,fascinating,fascinating,AP-N4
13829,fascination,fascinations,NC-P-N-
13830,fascist,fascists,NC-P-N-
13831,fashion,fashioned,VP---ASA-N-N5
13832,fashion,fashioning,VP---PSA-N-N5
13833,fashion,fashions,NC-P-N5
13834,fast,fasted,VP---ASA-N-N5
13835,fast,faster,AC-N5
13836,fast,faster,GA------
13837,fast,fastest,AS-N5
13838,fast,fastest,GA------
13839,fast,fasting,VP---PSA-N-N5
13840,fast,fasts,NC-P-N5
13841,fasten,fastened,VP---ASA-N-N-
13842,*,fastening,ZN-S3-PP----
13843,fasten,fastening,VP---PSA-N-N-
13844,fast,fasts,GN-P3D--
13845,fashion,fashions,GN-P3D--
13846,fasten,fastens,VI-S3PSA-N-N-
13847,fastener,fasteners,NC-P-N-
13848,fastener,fasteners,GN-P3D--
13849,fast,faster-growing,AC-N5
13850,fast,faster-growing,GA------
13851,fast,fastest-growing,AS-N5
13852,fast,fastest-growing,GA------
13853,fast,faster-moving,AC-N5
13854,fast,faster-moving,GA------
13855,fast,fastest-moving,AS-N5
13856,fast,fastest-moving,GA------
13857,fat,fats,NC-P-N4
13858,fat,fats,GN-P3---
13859,fat,fatter,AC-N4
13860,fat,fatter,GA------
13861,fat,fattest,AS-N4
13862,fat,fattest,GA------
13863,fatalism,fatalisms,NC-P-N-
13864,fatalist,fatalists,NC-P-N-
13865,fatality,fatalities,NC-P-N-
13866,fated,fated,AP-N-
13867,fate,fates,NC-P-N4
13868,fathead,fatheads,NC-P-N-
13869,father,fathered,VP---ASA-N-N6
13870,father,fathering,VP---PSA-N-N6
13871,father,fathers,NC-P-N6
13872,father-in-laws,father-in-laws,NCUU-N-
13873,fathers-in-law,fathers-in-law,NCUU-N-
13874,fathom,fathoms,NC-P-N-
13875,fatigue,fatigued,VP---ASA-N-N-
13876,fatigue,fatigues,NC-P-N-
13877,fatigue,fatiguing,VP---PSA-N-N-
13878,fatten,fattened,VP---ASA-N-N-
13879,*,fattening,ZN-S3-PP----
13880,fatten,fattening,VP---PSA-N-N-
13881,fatigue,fatigues,GN-P3D--
13882,fathom,fathoms,GN-P3---
13883,fathead,fatheads,GN-P3---
13884,fatten,fattens,VI-S3PSA-N-N-
13885,fatty,fattier,AC-N-
13886,fatty,fattier,GA------
13887,fatty,fattiest,AS-N-
13888,fatwa,fatwas,NC-P-N-
13889,faucet,faucets,NC-P-N-
13890,fault,faulted,VP---ASA-N-N5
13891,fault,faulting,VP---PSA-N-N5
13892,fault,faults,NC-P-N5
13893,fault,faults,GN-P3D--
13894,faun,fauns,NC-P-N-
13895,faun,fauns,GN-P3---
13896,fauna,faunas,NC-P-N-
13897,favor,favored,VP---ASA-N-N-
13898,favor,favoring,VP---PSA-N-N-
13899,favor,favors,NC-P-N-
13900,favorite,favorites,NC-P-N-
13901,favour,favoured,VP---ASA-N-N4
13902,favour,favouring,VP---PSA-N-N4
13903,favour,favours,NC-P-N4
13904,favourite,favourites,NC-P-N4
13905,fawn,fawned,VP---ASA-N-N-
13906,fawn,fawning,VP---PSA-N-N-
13907,fawn,fawns,NC-P-N-
13908,*,faxed,ZA----PA----
13909,fax,faxed,VP---ASA-N-N2
13910,fawn,fawns,GN-P3D--
13911,fauna,faunas,GN-P3---
13912,fax,faxes,VI-S3PSA-N-N2
13913,fax,faxing,VP---PSA-N-N2
13914,faze,fazed,VP---ASA-N-N-
13915,faze,fazes,VI-S3PSA-N-N-
13916,faze,fazing,VP---PSA-N-N-
13917,feared,feared,AP-N-
13918,feared,feared,GA------
13919,fear,fearing,VP---PSA-N-N5
13920,fear,fears,NC-P-N5
13921,feasibility,feasibilities,NC-P-N-
13922,feast,feasted,VP---ASA-N-N2
13923,feast,feasting,VP---PSA-N-N2
13924,feast,feasts,NC-P-N2
13925,feat,feats,NC-P-N-
13926,feather,feathered,VP---ASA-N-N3
13927,feather,feathering,VP---PSA-N-N3
13928,feather,feathers,NC-P-N3
13929,featherweight,featherweights,NC-P-N-
13930,feather,feather-weights,NC-S-N3
13931,feature,featured,VP---ASA-N-N5
13932,feature,features,NC-P-N5
13933,*,featuring,ZA----PP----
13934,feature,featuring,VP---PSA-N-N5
13935,feature,features,GN-P3D--
13936,February,Februaries,NC-P-N-
13937,fecundity,fecundities,NC-P-N-
13938,federalist,federalists,NC-P-N-
13939,*,federated,ZA----PA----
13940,federate,federated,VP---ASA-N-N-
13941,federate,federates,VI-S3PSA-N-N-
13942,federate,federating,VP---PSA-N-N-
13943,federation,federations,NC-P-N4
13944,feed,feed,NC-S-N3
13945,fee,fees,NC-P-N5
13946,fee,fees,GN-P3---
13947,feeble,feebler,AC-N-
13948,feeble,feebler,GA------
13949,feeble,feeblest,AS-N-
13950,feeble,feeblest,GA------
13951,feed,fed,VM---OSA-N-N3
13952,feeding,feeding,NC-S-N-
13953,feed,feeds,NC-P-N3
13954,feedback,feedbacks,NC-P-N3
13955,feed,feed-backs,NC-S-N3
13956,feeder,feeders,NC-P-N-
13957,feeder,feeders,GN-P3---
13958,feeding,feedings,NC-P-N-
13959,feedstock,feedstocks,NC-P-N-
13960,*,feeling,ZN-S3-PP----
13961,feel,feeling,VP---PSA-N-N3
13962,feel,feels,VI-S3PSA-N-N3
13963,felt,felt,NC-S-N-
13964,feeler,feelers,NC-P-N-
13965,feeling,feelings,NC-P-N5
13966,feign,feigned,VP---ASA-N-N-
13967,*,feigning,ZN-S3-PP----
13968,feign,feigning,VP---PSA-N-N-
13969,feign,feigns,VI-S3PSA-N-N-
13970,feint,feinted,VP---ASA-N-N-
13971,feint,feinting,VP---PSA-N-N-
13972,feint,feints,NC-P-N-
13973,feint,feints,GN-P3D--
13974,feline,felines,NC-P-N-
13975,fell,felled,VP---ASA-N-N-
13976,fell,felling,VP---PSA-N-N-
13977,fell,fells,NC-P-N-
13978,fell,fells,GN-P3D--
13979,fellow,fellows,NC-P-N4
13980,fellowship,fellowships,NC-P-N-
13981,felon,felons,NC-P-N-
13982,felony,felonies,NC-P-N-
13983,felt,felts,NC-P-N-
13984,felt,felt-tips,NC-S-N-
13985,female,females,NC-P-N5
13986,femininity,femininities,NC-P-N-
13987,*,feminised,ZA----PA----
13988,feminise,feminised,VP---ASA-N-N-
13989,feline,felines,GN-P3---
13990,feminise,feminises,VI-S3PSA-N-N-
13991,feminise,feminising,VP---PSA-N-N-
13992,feminism,feminisms,NC-P-N-
13993,feminist,feminists,NC-P-N4
13994,femur,femurs,NC-P-N-
13995,fen,fens,NC-P-N-
13996,fence,fenced,VP---ASA-N-N4
13997,fence,fences,NC-P-N4
13998,*,fencing,ZA----PP----
13999,fence,fencing,VP---PSA-N-N4
14000,fence,fences,GN-P3D--
14001,fencer,fencers,NC-P-N-
14002,fend,fended,VP---ASA-N-N-
14003,*,fending,ZN-S3-PP----
14004,fend,fending,VP---PSA-N-N-
14005,fencer,fencers,GN-P3D--
14006,fend,fends,VI-S3PSA-N-N-
14007,fender,fenders,NC-P-N-
14008,fender,fenders,GN-P3D--
14009,ferment,fermented,VP---ASA-N-N-
14010,*,fermenting,ZN-S3-PP----
14011,ferment,fermenting,VP---PSA-N-N-
14012,ferment,ferments,VI-S3PSA-N-N-
14013,fermentation,fermentations,NC-P-N-
14014,fermentation,fermentations,GN-P3D--
14015,fern,ferns,NC-P-N-
14016,fern,ferns,GN-P3---
14017,ferocity,ferocities,NC-P-N-
14018,ferocity,ferocities,GN-P3---
14019,ferret,ferrets,NC-P-N-
14020,ferret,ferrets,GN-P3---
14021,ferrule,ferrules,NC-P-N-
14022,ferry,ferried,VP---ASA-N-N3
14023,ferry,ferries,NC-P-N3
14024,ferry,ferrying,VP---PSA-N-N3
14025,ferryboat,ferryboats,NC-P-N-
14026,ferryboat,ferryboats,GN-P3D--
14027,ferry,ferries,GN-P3D--
14028,fertilisation,fertilisations,NC-P-N-
14029,*,fertilised,ZA----PA----
14030,fertilise,fertilised,VP---ASA-N-N-
14031,fertilisation,fertilisations,GN-P3---
14032,ferrule,ferrules,GN-P3---
14033,fertilise,fertilises,VI-S3PSA-N-N-
14034,fertilise,fertilising,VP---PSA-N-N-
14035,fertiliser,fertilisers,NC-P-N-
14036,fertility,fertilities,NC-P-N3
14037,fertilization,fertilizations,NC-P-N-
14038,*,fertilized,ZA----PA----
14039,fertilize,fertilized,VP---ASA-N-N-
14040,fertilize,fertilizes,VI-S3PSA-N-N-
14041,fertilize,fertilizing,VP---PSA-N-N-
14042,fertilizer,fertilizers,NC-P-N-
14043,fertilizer,fertilizers,GN-P3D--
14044,fest,fests,NC-P-N-
14045,fester,festered,VP---ASA-N-N-
14046,*,festering,ZN-S3-PP----
14047,fester,festering,VP---PSA-N-N-
14048,fest,fests,GN-P3---
14049,fester,festers,VI-S3PSA-N-N-
14050,festival,festivals,NC-P-N5
14051,festivity,festivities,NC-P-N-
14052,festoon,festooned,VP---ASA-N-N-
14053,*,festooning,ZN-S3-PP----
14054,festoon,festooning,VP---PSA-N-N-
14055,festoon,festoons,VI-S3PSA-N-N-
14056,fetch,fetched,VP---ASA-N-N4
14057,fetch,fetches,VI-S3PSA-N-N4
14058,fetch,fetching,VP---PSA-N-N4
14059,fete,feted,VP---ASA-N-N-
14060,fete,fetes,VI-S3PSA-N-N-
14061,fete,feting,VP---PSA-N-N-
14062,fête,fêtes,NC-P-N-
14063,fetish,fetishes,NC-P-N-
14064,*,fetishised,ZA----PA----
14065,fetishise,fetishised,VP---ASA-N-N-
14066,fetishise,fetishises,VI-S3PSA-N-N-
14067,fetishise,fetishising,VP---PSA-N-N-
14068,fetishism,fetishisms,NC-P-N-
14069,fetishist,fetishists,NC-P-N-
14070,fetlock,fetlocks,NC-P-N-
14071,fetter,fettered,VP---ASA-N-N-
14072,fetter,fettering,VP---PSA-N-N-
14073,fetter,fetters,NC-P-N-
14074,fetter,fetters,GN-P3D--
14075,fettle,fettles,NC-P-N-
14076,fettle,fettles,GN-P3---
14077,fetus,fetuses,NC-P-N-
14078,fetus,fetuses,GN-P3---
14079,feud,feuded,VP---ASA-N-N-
14080,feud,feuding,VP---PSA-N-N-
14081,feud,feuds,NC-P-N-
14082,feudalism,feudalisms,NC-P-N-
14083,fever,fevers,NC-P-N3
14084,fewer,fewer,QD-PPN4
14085,few,fewest,AS-N6
14086,FGS,FGS,NPMS-S-
14087,FGS,fgs,GNMS3---
14088,fiancé,fiancés,NC-P-N-
14089,fiancé,fiances,GN-P3---
14090,fiancé,fiancés,NC-P-N-
14091,fiancee,fiancees,NC-P-N-
14092,fiancée,fiancées,NC-P-N-
14093,fiasco,fiascoes,NC-P-N-
14094,fiasco,fiascos,NC-P-N-
14095,fiasco,fiascos,GN-P3---
14096,fib,fibbed,VP---ASA-N-N-
14097,*,fibbing,ZN-S3-PP----
14098,fib,fibbing,VP---PSA-N-N-
14099,fib,fibs,VI-S3PSA-N-N-
14100,fibber,fibbers,NC-P-N-
14101,fiber,fibers,NC-P-N-
14102,fibre,fibres,NC-P-N4
14103,fibreglass,fibreglasses,NC-P-N-
